cbsa|532|45060|Syracuse, NY Metropolitan Statistical Area
csa|534||Toledo-Fremont, OH Combined Statistical Area
cbsa|534|23380|Fremont, OH Micropolitan Statistical Area
cbsa|534|45780|Toledo, OH Metropolitan Statistical Area
csa|538||Tulsa-Bartlesville, OK Combined Statistical Area
cbsa|538|12780|Bartlesville, OK Micropolitan Statistical Area
cbsa|538|46140|Tulsa, OK Metropolitan Statistical Area
csa|540||Tyler-Jacksonville, TX Combined Statistical Area
cbsa|540|27380|Jacksonville, TX Micropolitan Statistical Area
cbsa|540|46340|Tyler, TX Metropolitan Statistical Area
csa|542||Union City-Martin, TN-KY Combined Statistical Area
cbsa|542|32280|Martin, TN Micropolitan Statistical Area
cbsa|542|46460|Union City, TN-KY Micropolitan Statistical Area
csa|548||Washington-Baltimore-Northern Virginia, DC-MD-VA-WV Combined Statistical Arecbsa|548|12580|Baltimore-Towson, MD Metropolitan Statistical Area
cbsa|548|19020|Culpeper, VA Micropolitan Statistical Area
cbsa|548|30500|Lexington Park, MD Micropolitan Statistical Area
cbsa|548|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Arecbsa|548|49020|Winchester, VA-WV Metropolitan Statistical Area
csa|554||Wausau-Merrill, WI Combined Statistical Area
cbsa|554|32980|Merrill, WI Micropolitan Statistical Area
cbsa|554|48140|Wausau, WI Metropolitan Statistical Area
csa|556||Wichita-Winfield, KS Combined Statistical Area
cbsa|556|48620|Wichita, KS Metropolitan Statistical Area
cbsa|556|49060|Winfield, KS Micropolitan Statistical Area
csa|558||Williamsport-Lock Haven, PA Combined Statistical Area
cbsa|558|30820|Lock Haven, PA Micropolitan Statistical Area
cbsa|558|48700|Williamsport, PA Metropolitan Statistical Area
csa|564||York-Hanover-Gettysburg, PA Combined Statistical Area
cbsa|564|23900|Gettysburg, PA Micropolitan Statistical Area
cbsa|564|49620|York-Hanover, PA Metropolitan Statistical Area
csa|566||Youngstown-Warren-East Liverpool, OH-PA Combined Statistical Area
cbsa|566|20620|East Liverpool-Salem, OH Micropolitan Statistical Area
cbsa|566|49660|Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area
